message_id,conversation_id,coarse_cluster,sampling_stratum,message_text,conversation_context,proposed_intent,confidence,competing_label,needs_review,secondary_issue_note,evidence_rationale,hard_negative_pair,language,candidate_intent,ambiguous,centroid_margin,nearest_other_intent
2401291::cust1::2401290,2401291,6,central,"[MENTION] Don't worry, they crammed this tiny plane full. No other seat options to speak of. Thanks though!","CUSTOMER: Eh, wasn't going to use my drink tray anyway. [MENTION] [URL]
AGENT: [MENTION] We're so sorry that your tray table is broken. Speak with our flight crew for other seat options.
CUSTOMER: [MENTION] Don't worry, they crammed this tiny plane full. No other seat options to speak of. Thanks though!",seat_assignment_change,high,,True,,"Customer is complaining about seat options, which falls under seat assignment change.",seat_assignment_change_vs_service_failure_complaint,en,Seating,True,0.043,forced_gate_check_complaint
2421023::cust0::2421023,2421023,5,boundary,Hey [MENTION] 2:50 flight from PBI to Regan and you show 5 people ahead of me on the upgrade list - hard to believe their are 5 people with better then my Plat Exec status flying in the middle of a Tuesday…. kindly explain this.,"CUSTOMER: Hey [MENTION] 2:50 flight from PBI to Regan and you show 5 people ahead of me on the upgrade list - hard to believe their are 5 people with better then my Plat Exec status flying in the middle of a Tuesday…. kindly explain this.
AGENT: [MENTION] You're placed on the list according to your status, EQDs, and time you requested the upgrade. We've checked and your placement is correct.",seat_upgrade_request,high,,True,,"Customer is requesting an explanation for seat upgrade placement, which falls under seat upgrade request.",seat_upgrade_request_vs_service_failure_complaint,en,Positive Feedback,True,0.1008,seat_assignment_change
2442163::cust0::2442163,2442163,10,boundary,". [MENTION] , now you? “Flt attendant: “I’ll need to ask the pilot if you can stow your guitar in the closet.” Me: “I️ have a copy of the FAA Modernization &amp; Reform Act Of 2012 that says I️ can stow it in the closet.” FA: “umm Okay.” Me: “Thanks.” #SMH [URL]","CUSTOMER: . [MENTION] , now you? “Flt attendant: “I’ll need to ask the pilot if you can stow your guitar in the closet.” Me: “I️ have a copy of the FAA Modernization &amp; Reform Act Of 2012 that says I️ can stow it in the closet.” FA: “umm Okay.” Me: “Thanks.” #SMH [URL]
AGENT: [MENTION] You can travel with your guitar as your carry-on item on a first come, first serve basis as long as there's space on board.
CUSTOMER: [MENTION] [MENTION] I Learn something new everyday!
CUSTOMER: [MENTION] [MENTION] [MENTION] you might think about [MENTION] next time you fly with what happened to your guitar in [MENTION] [URL]",service_failure_complaint,high,,True,,"Customer is complaining about the boarding process, which falls under service failure complaint.",service_failure_complaint_vs_flight_status_inquiry,en,Baggage,True,0.0159,flight_status_inquiry
2445440::cust0::2445440,2445440,5,cross_cluster,[MENTION] This experience redeemed aa was saying I would close my cc and frqt flyer account after the flight on the way out from ord to lax to handle what turned into a scavenger hunt after my father died abruptly on 210 in his car alone. but he was a safe driver to the end,"CUSTOMER: [MENTION] This experience redeemed aa was saying I would close my cc and frqt flyer account after the flight on the way out from ord to lax to handle what turned into a scavenger hunt after my father died abruptly on 210 in his car alone. but he was a safe driver to the end
AGENT: [MENTION] We're so very sorry for your loss. We appreciate you sharing this with us.",other_non_actionable,high,,True,,Customer is sharing a personal experience and not requesting any action.,other_non_actionable_vs_service_failure_complaint,en,Positive Feedback,True,-0.0469,missed_connection_rebooking
2453046::cust0::2453046,2453046,2,random,"[MENTION] flight 989 to Montevideo. Still in the airplane , but now we are to heavy, 82 minutes delay already#americanmierlines","CUSTOMER: [MENTION] flight 989 to Montevideo. Still in the airplane , but now we are to heavy, 82 minutes delay already#americanmierlines
AGENT: [MENTION] We see that you've pushed back from the gate. Once our pilots get the okay, we'll be wheels up.",flight_delay,high,,True,,Customer is inquiring about a delay and the agent acknowledges the delay.,delay_vs_cancel,en,Flight Delay,True,0.0934,missed_connection_rebooking
2456429::cust2::2456432,2456429,6,central,"[MENTION] [MENTION] That is not true! Here is our seats after the plane config change. Same as originally booked! [URL] [MENTION] PLUS, we had Executive platinum upgrades put in to hopefully move to first class! Now we can't even sit together on a 15 hour flight!☹","CUSTOMER: [MENTION] We planned and booked our tickets for husband's 50th birthday to New Zealand 10 months ago! You sold our seats and moved us to the back of the plane, not sitting together 3 days before we leave!😠 We are platinum!Unacceptable! #AmericanAirlines #theydontcare
AGENT: [MENTION] We do all possible to honor pre-reserved seats and we're sorry this happened. Please DM your record locator and we'll take a peek.
CUSTOMER: [MENTION] LIBMGF [MENTION] [MENTION] the correct seats were confirmed via email again in August. Now they are sold right before we leave for our trip!😢
AGENT: [MENTION] The plane we're using for this flight now has a different configuration and no longer has the type of seating you had.
CUSTOMER: [MENTION] [MENTION] That is not true! Here is our seats after the plane config change. Same as originally booked! [URL] [MENTION] PLUS, we had Executive platinum upgrades put in to hopefully move to first class! Now we can't even sit together on a 15 hour flight!☹
A",seat_assignment_change,high,service_failure_complaint,True,service_failure_complaint,"Customer is complaining about seat reassignment and not being able to sit together, which is a specific seat-related issue.",seat_assignment_change_vs_service_failure_complaint,en,Seating,True,0.0805,missed_connection_rebooking
2457371::cust0::2457371,2457371,6,central,"[MENTION] hi, just wondering why when I fly with you I cannot choose my seat? Is it because the first part of my flight is with [MENTION]","CUSTOMER: [MENTION] hi, just wondering why when I fly with you I cannot choose my seat? Is it because the first part of my flight is with [MENTION]
AGENT: [MENTION] Please send us your record locator via DMs and we'll take a closer look.
CUSTOMER: [MENTION] Sent
AGENT: [MENTION] Please take a look at your inbox for a response from us.",seat_assignment_change,high,,True,,"Customer is asking about seat selection, which is a specific seat-related issue.",seat_assignment_change_vs_flight_status_inquiry,en,Seating,True,0.1035,missed_connection_rebooking
246057::cust2::246056,246057,2,boundary,"[MENTION] Seriously - the delays and customer service have gotten worse since the US Airways acquisition. You just got a new loyal customer, [MENTION] .","CUSTOMER: As usual, my [MENTION] flight was late getting in. Get me off this taxied plane so I can make my connecting flight from PHX back to AUS!
AGENT: [MENTION] We're sorry for the lateness today. We appreciate you hanging in there.
CUSTOMER: [MENTION] ""Sorrys"" and ""appreciations"" won't get me home on time. Luckily I made my flight, but you won't be getting my business anymore.
AGENT: [MENTION] We never intend for this to happen and we're glad to hear that you made your flight. We don't want this to be the last time we see you.
CUSTOMER: [MENTION] Seriously - the delays and customer service have gotten worse since the US Airways acquisition. You just got a new loyal customer, [MENTION] .",flight_delay,high,flight_status_inquiry,True,flight_status_inquiry,Customer is complaining about a delayed flight and the agent acknowledges the delay.,flight_delay_vs_flight_status_inquiry,en,Flight Delay,True,0.0129,flight_cancellation
2476471::cust0::2476471,2476471,0,central,[MENTION] you guys make my day! #loyaltypays [URL],"CUSTOMER: [MENTION] you guys make my day! #loyaltypays [URL]
AGENT: [MENTION] Woohoo, Congratulations on another year of Executive Platinum! We can't wait to share many more AAdventures with you.",positive_feedback_praise,high,,True,,Customer is giving specific praise to the airline.,positive_feedback_praise_vs_other_non_actionable,en,General Query,True,0.063,other_non_actionable
2476481::cust0::2476481,2476481,4,boundary,Beautiful start to the day! Headed to #Nailba36 from [MENTION] courtesy of [MENTION] [URL],"CUSTOMER: Beautiful start to the day! Headed to #Nailba36 from [MENTION] courtesy of [MENTION] [URL]
AGENT: [MENTION] This pic is AAwesome and we're thrilled to have you on board with us today. Have a great flight!",other_non_actionable,high,,True,,Customer is sharing a positive experience without any specific request or issue.,other_non_actionable_vs_positive_feedback_praise,en,No Feedback,True,-0.0227,positive_feedback_praise
2484473::cust5::2484490,2484473,1,boundary,"[MENTION] [MENTION] I have not personally been in that spot, seems like a trip this year there was a lot of negotiating at the gate....the Airline was at something like $2,000 and nobody was taking it. Not sure how it ended, as I got on the plane.","CUSTOMER: Booking Travel: [MENTION] is a JOKE.....you can book a flight, but then to book a seat is an extra fee. UNREAL!
AGENT: [MENTION] We offer free seats though out our planes, but if you're looking for added comfort or convenience, we do charge for our Preferred seats.
CUSTOMER: [MENTION] Just Booked Flight 2031 CLT to IND -- Wednesday 12/6 -- NO free seats available.
CUSTOMER: [MENTION] [MENTION] if there is no seats for free then don't choose one and they assign you when you get there for free
CUSTOMER: [MENTION] [MENTION] Figured that might be the case, but I can't be on an ""overbooked"" situation with this flight.....which, their ability to ""overbook"" is another joke.
CUSTOMER: [MENTION] [MENTION] I've never had that happen to me your guaranteed a seat to my knowledge
CUSTOMER: [MENTION] [MENTION] I have not personally been in that spot, seems like a trip this year there was a lot of negotiating at the gate....the Airline was at something like $2,000 and nobody was taking it. ",seat_assignment_change,high,change_fee_dispute,True,change_fee_dispute,Customer is complaining about the seat selection process and the associated fees.,seat_assignment_change_vs_change_fee_dispute,en,Negative Feedback,True,0.0178,forced_gate_check_complaint
2487507::cust1::2487506,2487507,0,central,"[MENTION] [MENTION] [MENTION] That would be amazing, Rachel. We're ready to welcome you and your passengers from [MENTION] , [MENTION] 😉✈️","CUSTOMER: [MENTION] Please bring in a flight from [MENTION] to [MENTION] desperately needed
CUSTOMER: [MENTION] [MENTION] [MENTION] That would be amazing, Rachel. We're ready to welcome you and your passengers from [MENTION] , [MENTION] 😉✈️
CUSTOMER: [MENTION] [MENTION] [MENTION] Crafting a very special immersive food experience for Sept 2018. Limerick &amp; Cork for 8 days. #LoveCork #Limerick [MENTION] Clients will be flying from Dallas to [MENTION]
AGENT: [MENTION] We look forward to bringing everyone over for the tasty experience!",missed_connection_rebooking,high,,True,,"Customer is requesting a flight from a new origin to a new destination, indicating a missed connection or rebooking need.",missed_connection_rebooking_vs_flight_status_inquiry,en,General Query,True,-0.0385,other_non_actionable
2496151::cust1::2496150,2496151,8,random,[MENTION] Made it safe and sound. We AApreciate y’all! ✈️,"CUSTOMER: Never flown in the rain. Ready to be back at [MENTION] . [MENTION] , you got this 👏🏻🤙🏼🙌🏻✈️ [URL]
AGENT: [MENTION] We have the best pilots in the business! They'll take greAAt care of you.
CUSTOMER: [MENTION] Made it safe and sound. We AApreciate y’all! ✈️
AGENT: [MENTION] Wonderful! Thanks for flying with us.",other_non_actionable,high,,True,,Customer is expressing gratitude without any specific request or issue.,other_non_actionable_vs_positive_feedback_praise,en,No Feedback,True,0.0014,positive_feedback_praise
2508419::cust3::2508415,2508419,8,random,[MENTION] Thank you. That will be tomorrow. 😃,"CUSTOMER: [MENTION] Plus they charge you to use overhead bin if you carry on.
CUSTOMER: [MENTION] Ridiculous
CUSTOMER: [MENTION] Yeah, it is. I fly basically every week for work, and I’ll only fly [MENTION] now.
AGENT: [MENTION] We appreciate you loyalty and can't wait to see you on board again soon!
CUSTOMER: [MENTION] Thank you. That will be tomorrow. 😃
AGENT: [MENTION] Yipee, our #AATeam will take excellent care of you!",other_non_actionable,high,,True,,Customer is expressing gratitude without any specific request or issue.,other_non_actionable_vs_positive_feedback_praise,en,No Feedback,True,0.0044,other_acknowledgement_thanks
2517344::cust0::2517344,2517344,2,boundary,[MENTION] how about being ashamed that making the gate on time these days is under 20% ...how about you pay for the dinner I just missed with my family. #worstairlineever,"CUSTOMER: [MENTION] how about being ashamed that making the gate on time these days is under 20% ...how about you pay for the dinner I just missed with my family. #worstairlineever
AGENT: [MENTION] Arriving early is great but sometimes the gate isn't ready yet, but we're very sorry for getting you in later than the scheduled time.",refund_request,high,,True,,Customer requests compensation for missing dinner due to late arrival.,,en,Flight Delay,True,0.0231,missed_connection_rebooking
2518504::cust0::2518504,2518504,1,central,[MENTION] NEVER AGAIN will I fly your airline! The absolute worst experience!,"CUSTOMER: [MENTION] NEVER AGAIN will I fly your airline! The absolute worst experience!
AGENT: [MENTION] Our team does everything possible to provide a great one, but we're sorry this wasn't the case. What happened?
CUSTOMER: [MENTION] My flight was 30 minutes late due to a crowded runway. My connecting flight in Philadelphia was at the other end of the airport (gone by tge time I got there). I know of atleast 10 people who missed their flight. I'm now 5th waiting standby. Worst experience I have ever had.
AGENT: [MENTION] So sorry for the disruptions to your travels, Jeri. Please follow and DM so we can share some private information.
CUSTOMER: [MENTION] Done..... by the way.... I'm now staying at the airport to catch my flight tomorrow morning! 😠 [MENTION] I have sent you a DM",flight_delay,high,,True,"Customer expresses dissatisfaction with flight delay and missed connection, but the primary intent is flight delay.","Customer complains about a delayed flight and missed connection, which is a primary flight delay issue.",flight_cancellation: The customer did not explicitly request a cancellation or mention any waiver or next steps related to a cancelled flight.,en,Negative Feedback,True,-0.0733,general_dissatisfaction_venting
2524731::cust0::2524731,2524731,0,cross_cluster,[MENTION] and does Eagle only serve water in MainCabin now?,"CUSTOMER: [MENTION] and does Eagle only serve water in MainCabin now?
AGENT: [MENTION] A full selection of drinks including soda, tea, coffee and juice should be offered. Only water was offered on your flight today?
CUSTOMER: [MENTION] I was told on outbound and inbound flight ""We only have water""...
AGENT: [MENTION] We're going to send this over to our Food and Beverage team, Tucker. We appreciate you letting us know.",flight_status_inquiry,medium,,True,,Customer inquiring about the availability of drinks on the flight.,"flight_delay: operating flight late/holding, itinerary intact (late, tarmac, gate wait, why/how-long).",en,General Query,True,0.0374,other_out_of_domain
2532664::cust1::2532663,2532664,11,central,[MENTION] Thanks [MENTION] - it just does not seem right that you would not know you had an inbound flight.,"CUSTOMER: If you need a refresher on why to always fly [MENTION] just get forced into a flight on [MENTION] - you have plenty of time to think while sitting on the runway waiting for AA to find 3 people who care about the #customers on the plane.
AGENT: [MENTION] Our team's working hard to get you off the plane, Kevin. We're so sorry for the wait.
CUSTOMER: [MENTION] Thanks [MENTION] - it just does not seem right that you would not know you had an inbound flight.",other_non_actionable,high,,True,,The customer is expressing a general dissatisfaction without a specific issue or request.,"flight_delay, flight_cancellation",en,Flight Information,True,-0.0404,missed_connection_rebooking
254221::cust2::254223,254221,4,central,[MENTION] [MENTION] [URL],"CUSTOMER: So annoyed! When airlines keep delaying, giving a time, another, then another! Bad customer service [MENTION] AA5305! Could have driven!
AGENT: [MENTION] Our apologies for the extra wait time. We'll have you in the air soon.
CUSTOMER: [MENTION] Define soon!!
CUSTOMER: [MENTION] [MENTION] [URL]
AGENT: [MENTION] We're estimating to leave at 3:40p. If anything changes we'll let you know.
CUSTOMER: [MENTION] 1) I'm rarely mad at you. Million miler here. BUT, I have issue with AA &amp; all airlines that don't tell truth about time! Just give truth! [MENTION] AA 5305 1pm now been delayed 5 times. Now new aircraft announced with NO departure time. It's bad business! Just tell the truth from get-go
AGENT: [MENTION] We provide the the time as we know it at the time. Sometimes things crop up causing us to extend the set time. It's now set for 3:40p.
CUSTOMER: [MENTION] Please read that first sentence. You may want rework that rhetoric, since there is no way to know a time you don't kno",flight_delay,high,,True,,Customer expresses frustration with flight delays and the perceived lack of accurate information.,,en,No Feedback,True,-0.6588,baggage_damaged
254221::cust6::254231,254221,4,central,[MENTION] [MENTION] [URL],"CUSTOMER: So annoyed! When airlines keep delaying, giving a time, another, then another! Bad customer service [MENTION] AA5305! Could have driven!
AGENT: [MENTION] Our apologies for the extra wait time. We'll have you in the air soon.
CUSTOMER: [MENTION] Define soon!!
CUSTOMER: [MENTION] [MENTION] [URL]
AGENT: [MENTION] We're estimating to leave at 3:40p. If anything changes we'll let you know.
CUSTOMER: [MENTION] 1) I'm rarely mad at you. Million miler here. BUT, I have issue with AA &amp; all airlines that don't tell truth about time! Just give truth! [MENTION] AA 5305 1pm now been delayed 5 times. Now new aircraft announced with NO departure time. It's bad business! Just tell the truth from get-go
AGENT: [MENTION] We provide the the time as we know it at the time. Sometimes things crop up causing us to extend the set time. It's now set for 3:40p.
CUSTOMER: [MENTION] Please read that first sentence. You may want rework that rhetoric, since there is no way to know a time you don't kno",flight_delay,high,,True,,Customer expresses frustration with flight delays and the perceived lack of accurate information.,,en,No Feedback,True,-0.6588,baggage_damaged
2542462::cust0::2542462,2542462,11,random,"I think we’re up to 8 different ways that [MENTION] has made me agree to the basic economy rules. I GET IT, I just want to check my flight status. Calm down.","CUSTOMER: I think we’re up to 8 different ways that [MENTION] has made me agree to the basic economy rules. I GET IT, I just want to check my flight status. Calm down.
AGENT: [MENTION] We just want to make sure you're aware so there's no surprises. Thanks for understanding.
CUSTOMER: [MENTION] I get that and appreciate where it’s coming from, but the constant repetition is significantly more irritating than last-minute restrictions would have been.
AGENT: [MENTION] Thanks for the feedback. We'll pass it along.",flight_status_inquiry,high,,True,,Customer explicitly requests to check flight status.,,en,Flight Cancellation,True,-0.0116,change_fee_dispute
2551480::cust0::2551480,2551480,6,boundary,[MENTION] Haven’t departed yet and you’ve already managed to make this a great experience. Thanks for moving me to a better seat.,"CUSTOMER: [MENTION] Haven’t departed yet and you’ve already managed to make this a great experience. Thanks for moving me to a better seat.
AGENT: [MENTION] Making you as happy and comfy as possible is always our goal, Mitch. We're glad to hear we succeeded. Have an AAwesome flight!",seat_upgrade_request,high,,True,,Customer expresses gratitude for being upgraded to a better seat.,,en,Seating,True,-0.0017,seat_assignment_change
2551889::cust1::2551887,2551889,1,hard_negative_topup,[MENTION] [MENTION] horrible customer service today on flight 4430 from CLT to IND. Nurse Ratchet as the First Class Flight Attendant lead was a bad choice.,"CUSTOMER: so I guess when the flight crew causally strolls up 5 min after you were supposed to board, your flight will probably be ""delayed"" oh yeah and if I have a question about where to put my bag, good customer service would be to come back and help me instead of pointing in random directions from the front of the plane... rob cochrane has time today [URL]
CUSTOMER: [MENTION] [MENTION] horrible customer service today on flight 4430 from CLT to IND. Nurse Ratchet as the First Class Flight Attendant lead was a bad choice.
AGENT: [MENTION] We expect our crew to be helpful and we're sorry that wasn't your experience. We look forward to giving you a better one in the future.",staff_conduct_complaint,high,,True,,The customer is complaining about the behavior and conduct of the flight attendant.,flight_delay,en,Negative Feedback,True,0.1167,general_dissatisfaction_venting
2555638::cust6::2555628,2555638,4,non_actionable,[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [URL],"CUSTOMER: Trophies from #Elephant and #Lion hunts can now be brought into to US. Thanks for nothing [MENTION] ! I call on [MENTION] , [MENTION] , [MENTION] , and all other delivery and airline companies to ban transport of animal trophies. [URL] [MENTION] [MENTION] [MENTION] [MENTION] Confirmation! [MENTION] Will not deliver trophies!
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] Thank you [MENTION] ! What say you [MENTION] [MENTION] [MENTION]
AGENT: [MENTION] American has no plans to change our ban on the transport of animal trophies.
CUSTOMER: [MENTION] [MENTION] Thank You!
CUSTOMER: [MENTION] [MENTION] [MENTION] Will thump sons transport mutilated animal parts on government planes??
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] I should hope not. I do not believe animal trophies can be transferred on government planes.
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [URL]
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [URL]
CUSTOMER: [MENTION] The be",other_non_actionable,high,,True,,The customer is sharing a personal opinion and expressing gratitude without requesting any action from AA.,,en,No Feedback,True,-0.3429,baggage_damaged
2555638::cust38::2555786,2555638,10,boundary,"[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] You now what, the transportation companies (FEDEX, DHL, any airline) should themselves refuse to transport certain items such as these. If they would hv dignity, they themselves would deny the transportation. We can start a campain with this idea....","CUSTOMER: Trophies from #Elephant and #Lion hunts can now be brought into to US. Thanks for nothing [MENTION] ! I call on [MENTION] , [MENTION] , [MENTION] , and all other delivery and airline companies to ban transport of animal trophies. [URL] [MENTION] [MENTION] [MENTION] [MENTION] Confirmation! [MENTION] Will not deliver trophies!
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] Thank you [MENTION] ! What say you [MENTION] [MENTION] [MENTION]
AGENT: [MENTION] American has no plans to change our ban on the transport of animal trophies.
CUSTOMER: [MENTION] [MENTION] Thank You!
CUSTOMER: [MENTION] [MENTION] [MENTION] Will thump sons transport mutilated animal parts on government planes??
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] I should hope not. I do not believe animal trophies can be transferred on government planes.
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [URL]
CUSTOMER: [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [URL]
CUSTOMER: [MENTION] The be",flight_status_inquiry,low,general_dissatisfaction_venting,True,general_dissatisfaction_venting,"Customer is expressing dissatisfaction about transportation companies and animal trophies, but does not mention a specific flight status issue.",status_vs_venting,en,Baggage,True,0.0141,baggage_delayed_lost
255701::cust0::255701,255701,10,known_error,"[MENTION] what are the restrictions, if any, on carrying on an umbrella. Couldn't find the answer on your website. Thanks.","CUSTOMER: [MENTION] what are the restrictions, if any, on carrying on an umbrella. Couldn't find the answer on your website. Thanks.
AGENT: [MENTION] Umbrella's are able to be brought in your carry-on luggage, or with your checked bag items.
CUSTOMER: [MENTION] But if I have a smaller suitcase, can't be carried in my hand?
AGENT: [MENTION] You can carry it on with you, Jennifer.",flight_status_inquiry,medium,flight_delay,True,flight_delay,"Customer is inquiring about carry-on luggage restrictions, which is a flight-related inquiry.",status_vs_delay,en,Baggage,True,0.0407,other_out_of_domain
2558932::cust1::2558931,2558932,8,central,[MENTION] Thank you!,"CUSTOMER: [MENTION] [MENTION] [MENTION] Do your part and ban the transport of animal trophies [URL]
AGENT: [MENTION] American has no plans to change our ban on the transport of animal trophies.
CUSTOMER: [MENTION] Thank you!",other_non_actionable,high,flight_status_inquiry,True,flight_status_inquiry,Customer is sending a bare thank you message without any specific request or issue.,status_vs_thanks,en,No Feedback,True,-0.1213,other_acknowledgement_thanks
2565951::cust0::2565951,2565951,0,boundary,"Nobody delivers defeat from the jaws of victory like [MENTION] just lost 6 hours, an evening with my family and a good night sleep. 😠","CUSTOMER: Nobody delivers defeat from the jaws of victory like [MENTION] just lost 6 hours, an evening with my family and a good night sleep. 😠
AGENT: [MENTION] We know family time is important and apologize for your delay, Joe. What's your flight number?
CUSTOMER: [MENTION] Now it’s flights 5976 and 2293. Was suppose to be 5819 and 610 but likely would have made 543. Over a 5 hour difference and dinner w/ family
AGENT: [MENTION] We now see that 5976 is delayed until 7:30p which will miss the last connection. If we can get it, would you like to try for #5823 at 6:20p?
CUSTOMER: [MENTION] YES! Please",missed_connection_rebooking,high,flight_delay,True,flight_delay,"Customer is concerned about missing a connection and requests a rebook, which is the primary next step action.",rebook_vs_delay,en,General Query,True,0.0037,flight_delay
256851::cust0::256851,256851,0,spanish,Cambiará o devolverá el dinero [MENTION] a las personas que quieran viajar a Las Vegas?,"CUSTOMER: Cambiará o devolverá el dinero [MENTION] a las personas que quieran viajar a Las Vegas?
AGENT: [MENTION] We'll take a look, please DM your record locator.",flight_cancellation,high,flight_status_inquiry,True,flight_status_inquiry,"Customer is asking about a refund for a trip to Las Vegas, indicating a cancellation request.",cancel_vs_status,es,General Query,True,0.105,positive_feedback_praise
2572581::cust62::2572382,2572581,5,central,[MENTION] [MENTION] [MENTION] thank you! I will fly your airline!,"CUSTOMER: The fact that Trump has lifted President Obama's ban on elephant trophies being imported into the country is a devastating blow to the survival of these beautiful animals. It's savage and pointless. It breaks my heart. [URL]
CUSTOMER: [MENTION] #Airlines need to hold firm on not shipping #trophies to the U.S. Let's make sure [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] stay committed to NOT changing their current policies.
AGENT: [MENTION] Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy.
CUSTOMER: [MENTION] [MENTION] Well done, [MENTION]
CUSTOMER: [MENTION] [MENTION] [MENTION] the problem is that most people that hunt for sports in other countries are wealthy and just import cargo privately
CUSTOMER: [MENTION] [MENTION] [MENTION] Sometimes those private cargo shipments use airlines for a portion of the transport.
CUSTOMER: [MENTION] [MENTION] Im so glad to hear that
CUSTOMER: [MENTION] [MENTION] Well done ",other_non_actionable,high,flight_status_inquiry,True,flight_status_inquiry,Customer is sending a bare thank you message without any specific request or issue.,status_vs_thanks,en,Positive Feedback,True,0.0261,positive_feedback_praise
2572581::cust175::2572477,2572581,4,central,[MENTION] [MENTION] [URL],"CUSTOMER: The fact that Trump has lifted President Obama's ban on elephant trophies being imported into the country is a devastating blow to the survival of these beautiful animals. It's savage and pointless. It breaks my heart. [URL]
CUSTOMER: [MENTION] #Airlines need to hold firm on not shipping #trophies to the U.S. Let's make sure [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] stay committed to NOT changing their current policies.
AGENT: [MENTION] Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy.
CUSTOMER: [MENTION] [MENTION] Well done, [MENTION]
CUSTOMER: [MENTION] [MENTION] [MENTION] the problem is that most people that hunt for sports in other countries are wealthy and just import cargo privately
CUSTOMER: [MENTION] [MENTION] [MENTION] Sometimes those private cargo shipments use airlines for a portion of the transport.
CUSTOMER: [MENTION] [MENTION] Im so glad to hear that
CUSTOMER: [MENTION] [MENTION] Well done ",other_non_actionable,high,flight_status_inquiry,True,flight_status_inquiry,Customer is sending a bare thank you message without any specific request or issue.,status_vs_thanks,en,No Feedback,True,-0.5246,baggage_damaged
2572581::cust191::2572492,2572581,8,non_actionable,[MENTION] [MENTION] Thank you !!,"CUSTOMER: The fact that Trump has lifted President Obama's ban on elephant trophies being imported into the country is a devastating blow to the survival of these beautiful animals. It's savage and pointless. It breaks my heart. [URL]
CUSTOMER: [MENTION] #Airlines need to hold firm on not shipping #trophies to the U.S. Let's make sure [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] stay committed to NOT changing their current policies.
AGENT: [MENTION] Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy.
CUSTOMER: [MENTION] [MENTION] Well done, [MENTION]
CUSTOMER: [MENTION] [MENTION] [MENTION] the problem is that most people that hunt for sports in other countries are wealthy and just import cargo privately
CUSTOMER: [MENTION] [MENTION] [MENTION] Sometimes those private cargo shipments use airlines for a portion of the transport.
CUSTOMER: [MENTION] [MENTION] Im so glad to hear that
CUSTOMER: [MENTION] [MENTION] Well done ",other_non_actionable,high,flight_status_inquiry,True,flight_status_inquiry,Customer is sending a bare thank you message without any specific request or issue.,status_vs_thanks,en,No Feedback,True,-0.0553,other_acknowledgement_thanks
257343::cust0::257343,257343,6,known_error,"[MENTION] can you help with my seat assignment? I was able to change my seat for my first flight, but not for my connecting flight?","CUSTOMER: [MENTION] can you help with my seat assignment? I was able to change my seat for my first flight, but not for my connecting flight?
AGENT: [MENTION] We'll be glad to take a look. DM your record locator.
CUSTOMER: [MENTION] Done, thank you
AGENT: [MENTION] Please take a look at your DMs for a response to your message.
CUSTOMER: [MENTION] Thanks again!
AGENT: [MENTION] You bet! We love helping.
CUSTOMER: [MENTION] Dm’ed you one more question, thanks again
AGENT: [MENTION] We're taking a look at it now and we'll respond in just a moment.
CUSTOMER: [MENTION] Thanks!!! 😊",seat_assignment_change,high,flight_status_inquiry,True,flight_status_inquiry,"Customer is requesting a seat change for a connecting flight, which is the next step action.",rebook_vs_status,en,Seating,True,0.1252,missed_connection_rebooking
2584594::cust0::2584594,2584594,6,cross_cluster,"How come [MENTION] can't figure out how to make travel comfortable or even just not painful. My leg is jammed up against this blockade in front of my seat, no USB charging port or AC port on an international flight, and its smells like clam chowder. Get your shit together.","CUSTOMER: How come [MENTION] can't figure out how to make travel comfortable or even just not painful. My leg is jammed up against this blockade in front of my seat, no USB charging port or AC port on an international flight, and its smells like clam chowder. Get your shit together.
AGENT: [MENTION] We know some prefer a bit more legroom, that's why we offer Main Cabin Extra Seats. Check it out here: [URL]
CUSTOMER: [MENTION] [MENTION] ""To be comfortable on an airplane, give us even more money!"" TM [MENTION]",service_failure_complaint,high,flight_status_inquiry,True,flight_status_inquiry,"Customer is complaining about the lack of comfort and amenities on an international flight, indicating dissatisfaction with service.",service_vs_status,en,Seating,True,0.0018,staff_conduct_complaint
