conversation_id,sampling_group,candidate_cluster,candidate_second_cluster,candidate_intent,candidate_domain,candidate_sub_intent,candidate_confidence,candidate_distance_best,candidate_ambiguity_margin,difficulty_score,n_messages,full_conversation_text,human_domain,human_intent,human_sub_intent,annotation_status,annotation_outcome,reviewer_notes,human_intent_r2,second_pass
316587,uncertainty,2,8,Disruption recovery,Flight,"Cancellation, rebooking, missed connection, or compensation",high,0.4832,0.0001,0.1865,5,"CUSTOMER:
@120637 @AmericanAir my wife was told they needed 10 people to volunteer to get off the flight. If she didn't she wasn't traveling.Awful

AGENT:
@191589 Please have her work directly with the airport for available options.

CUSTOMER:
@AmericanAir Your people at the airport are no help. Told her she had to get off the flight. That they are overbooked. Such crap. I am a platinum member. @AmericanAir Now they are making her get her bag from baggage claim and do a whole rechecking process

AGENT:
@191589 We're so sorry to hear the flight was booked. It doesn't happen very often. Please have her continue to work with our airport team directly.

CUSTOMER:
@AmericanAir Your airport team sucks. This happens often. They are making her get her bag. Go to a different terminal and re-check.",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,CHANGE_INTENT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,False
370694,uncertainty,0,1,Positive experience,Experience,Flight or crew praise,high,0.5514,0.0002,0.1457,2,"CUSTOMER:
Adriana, a 6-yr-old with a kidney disease, was greeted by our friends at @60022 &amp; @AmericanAir when she wished to go to Disney. ✨ https://t.co/gnbqmz6Qum

AGENT:
@203790 We had such a wonderful time welcoming Adriana on board and it's our pleasure to be flying her to Disney!",Experience,Positive experience,"Praise or compliments for crew, service, or flight",reviewed,ACCEPT,Candidate intent 'Positive experience' is coherent with the conversation context.,,False
401789,uncertainty,1,7,Social acknowledgement,Social,Thanks or casual mention,medium,0.6644,0.0003,0.3811,2,"CUSTOMER:
Hey @138523 and @AmericanAir  ..not much construction noise in Terminal C.  This looks like a Trojan Horse play?? https://t.co/hrtBj9C8Xa

AGENT:
@211022 Looks like a new #java place is opening and we're glad that the construction is out of sight, Doug!",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,CHANGE_INTENT,"Customer asks about flight schedule, status, travel rules, airport procedures, or general policy.",,False
408092,uncertainty,3,1,Positive experience,Experience,Flight or crew praise,high,0.5551,0.0001,0.1713,4,"CUSTOMER:
.@13185 and @AmericanAir teamed up to surprise a brave young fan. #ThatsCub https://t.co/zR01kUkUUO

AGENT:
@176804 We love you, Ethan! The entire #AATeam will always have your back. Keep fighting that fight!

CUSTOMER:
@AmericanAir @176804 this is amazing, made me cry a bit, well done. 👏👏

CUSTOMER:
@AmericanAir @176804 Just don't drag hom out knocked out...",Experience,Positive experience,"Praise or compliments for crew, service, or flight",reviewed,ACCEPT,"Explicit positive feedback praising airline personnel, flight service, or assistance.",,False
533606,uncertainty,0,3,Positive experience,Experience,Flight or crew praise,high,0.5511,0.0,0.3542,2,"CUSTOMER:
Thanks @AmericanAir for the #upgrade to first class. DFW-LAX #losangeles #california #onlyflyAA #execplatinum

AGENT:
@155560 You bet! Thanks for your loyalty, Chuck.",Experience,Positive experience,Flight or crew praise,reviewed,ACCEPT,,,True
581614,uncertainty,7,8,Service complaint,Customer service,"Agent, staff, responsiveness, or support quality",high,0.5999,0.0001,0.2543,3,"CUSTOMER:
@AmericanAir STILL wants more info re attack on Hisp Vet. gave AA atracker's seat number on the flight.
no longer safe 2 travel if brown

AGENT:
@251972 We've requested some contact details via DM, please share them there.

CUSTOMER:
@AmericanAir 
Already gave you all info via DM
but you are still not taking assault and battery seriously @AmericanAir 
I have.
6 messages thus far. Even gave you seat number of attacker. Incident report #, flight #, date, city, locator#",Seating and fares,Seats and fares,"Seat assignment, cabin, upgrade, or fare/fee issue",reviewed,CHANGE_INTENT,"Inquiry or complaint regarding seating arrangements, seat assignments, cabin upgrades, or fare rules.",,False
656987,uncertainty,9,7,Flight information,Travel information,"Flight status, policy, route, schedule, or general question",high,0.5213,0.0001,0.144,2,"CUSTOMER:
If @AmericanAir makes me cry tonight I just don't even know what I'm going to do. Travel isn't cheap. Miles aren't free.

AGENT:
@276359 We want you to be all smiles, Stephanie. Let us know if you need any travel help today.",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,ACCEPT,Candidate intent 'Flight information' is coherent with the conversation context.,,False
708071,uncertainty,3,0,Positive experience,Experience,Flight or crew praise,high,0.5148,0.0003,0.1441,6,"CUSTOMER:
@AmericanAir thanks for being so helpful with my visually impaired mom this past weekend.

AGENT:
@119486 We're glad we could assist you and your Mom this past weekend. We hope we'll get to see you both on board before the end of 2017!

CUSTOMER:
@AmericanAir You'll see me PLENTY! ORD-SFO, LAX-ORD, ORD-BNA, BNA-DFW, DFW-ORD

AGENT:
@119486 We'll keep the engines running for you. Can't wait to welcome you on board again.

CUSTOMER:
@AmericanAir Just to clarify, I didn't fly with my mom last weekend. While my vision impairment is not as bad, hopefully you extend the same gratitude.

AGENT:
@119486 Absolutely! We're glad you'll be on board with us a lot. Thank you again for your business and loyalty.",Experience,Positive experience,"Praise or compliments for crew, service, or flight",reviewed,ACCEPT,Candidate intent 'Positive experience' is coherent with the conversation context.,,False
848782,uncertainty,0,1,Positive experience,Experience,Flight or crew praise,high,0.4787,0.0002,0.1833,4,"CUSTOMER:
Appreciate the upgrade this morning @AmericanAir! Gold status pays off from time to time.

AGENT:
@321693 We appreciate you, David! That's our way of saying thanks for your loyalty! Enjoy your flight.

CUSTOMER:
@AmericanAir And again for my connection! @AmericanAir coming through. Nice!

AGENT:
@321693 Today is your #luckday, David! Enjoy the extra comfort.",Seating and fares,Seats and fares,"Seat assignment, cabin, upgrade, or fare/fee issue",reviewed,CHANGE_INTENT,"Inquiry or complaint regarding seating arrangements, seat assignments, cabin upgrades, or fare rules.",,False
890712,uncertainty,6,2,Baggage issues,Baggage,"Lost, delayed, damaged, checked, or carry-on baggage",high,0.5638,0.0002,0.1419,2,"CUSTOMER:
yup left my laptop on the plane.. was bound to happen sometime in all my years of touring.. halppp! @AmericanAir @AmericanAir This is my karma for winging bout my laptop the other day. I'm sorry! Come back to meee 😢

AGENT:
@331490 Oh no, that's never good to leave a laptop behind. We have your DM's and will reply back there.",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,ACCEPT,Candidate intent 'Baggage issues' is coherent with the conversation context.,,False
893603,uncertainty,9,8,Flight information,Travel information,"Flight status, policy, route, schedule, or general question",high,0.5052,0.0001,0.1447,2,"CUSTOMER:
Stuck flying @AmericanAir and I so can’t wait to talk to corporate!! Please please never fly #AmericanAirlines! They get you for every dime!

AGENT:
@332178 Please follow and DM details so we can take a closer look, Morgan.",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,ACCEPT,Candidate intent 'Flight information' is coherent with the conversation context.,,False
955268,uncertainty,2,4,Disruption recovery,Flight,"Cancellation, rebooking, missed connection, or compensation",high,0.4412,0.0001,0.3167,3,"CUSTOMER:
Ok.. so, I am never going to fly @Delta again and now I am getting close to saying that with @AmericanAir too. #IWouldRatherDrive

AGENT:
@189795 We appreciate your loyalty, Derek. Our team strives for on time flights and we're so sorry we've let you down.

CUSTOMER:
@AmericanAir Lol, that's funny @AmericanAir.. I have flown on 5 planes in the past week. Only one of them was on time and I barely made it due to a delay",Flight,Flight delay,"Late departure, arrival, gate, or tarmac delay",reviewed,CHANGE_INTENT,"Dominant issue is late departure, arrival, or tarmac/gate wait with flight still operating.",,False
1031961,challenge,9,4,Flight information,Travel information,"Flight status, policy, route, schedule, or general question",high,0.6678,0.0135,0.5056,2,"CUSTOMER:
@171607 @AmericanAir what time to be at EWR for 6AM flight to Miami when connecting flight is to Brazil from MIA? Not sure w/ security and opening times. Please help! Thank you!!

AGENT:
@364182 Our tickets counts at EWR open at 3:30a and we suggest you arrive at least two hours prior to flight time for international travel.",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,ACCEPT,"Customer asks about flight schedule, status, travel rules, airport procedures, or general policy.",,False
1050009,challenge,8,4,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.5801,0.0068,0.5023,8,"CUSTOMER:
@AmericanAir another example poor service LgA checked in 20 plus economy before they open the priority desk ! Really ! Sort it out !

AGENT:
@292178 We always want to have that priority line open and ready for you, Michael. Our apologies for any wait.

CUSTOMER:
@AmericanAir This is issane and she is rude just spent 5 mins disinfecting the desk while we wait in line @AmericanAir Now 30 people checked in at economy and not one from 1st class

AGENT:
@292178 We're so sorry. We know you're eager to get checked in so you can get through security and relax before your flight.

CUSTOMER:
@AmericanAir 25 mins now since economy opened and I am still standing in priority waiting to check in get it together as @AmericanAir Now she’s left the counter @AmericanAir Time to send her to retirement ! Not a good representing cr for American @AmericanAir Really ! @AmericanAir Even if priority is not set up surely the main checkin should take those customers first !

AGENT:
@292178 We'll be sure to share this with our LGA managers. This is not the impression we want you to have of us.

CUSTOMER:
@AmericanAir needs some management ! Very poorly run right now !

AGENT:
@292178 Our LGA managers will take a look and follow-up with training as needed. Thanks for bringing this to our attention.",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,False
1054901,challenge,8,2,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.4841,0.0114,0.5,17,"CUSTOMER:
@AmericanAir disgusting service and not able to speak to any customer service avoid this airline

AGENT:
@369248 We understand you were unhappy with our temporary lounge closure. Renovations are underway, and will reopen when complete.

CUSTOMER:
@AmericanAir And the food on plane was not edible I had to wait Aprox 20 min for service on flight when pressed bell and also paid £170 extra leg room @AmericanAir Which I Am requesting refund all in you gave me a usless service and before upgrade I should have made me aware no lounge and 10hrs no food @AmericanAir This is not what I pay money for u have NOT provided me with the service I paid for and therefore requesting refund I should b ashamed of @AmericanAir Urselves

AGENT:
@369248 We hear your concerns, and are unable to offer a refund on a ticket that's already been used.

CUSTOMER:
@AmericanAir Disgusting service I did NOT get the service I paid for and want refund for Xtra leg room I paid for in economy

AGENT:
@369248 We'd be happy to take a closer look at your reservation with you, please DM your record locator.

CUSTOMER:
@AmericanAir Record locator?

AGENT:
@369248 The 6 letter record locator that identifies your reservation with us.

CUSTOMER:
@AmericanAir NTGBKW

AGENT:
@369248 For your privacy, please remove this from the public eye and follow-up via DM.

CUSTOMER:
@AmericanAir U can DM me

AGENT:
@369248 We're following you now. Feel free to message us via DM.

CUSTOMER:
@AmericanAir I have no reason to dm u. U know the problem and how I want it resolved

AGENT:
@369248 We never like to hear that our service has disappointed you. We took a closer look and are unable to refund you for your recent experience

CUSTOMER:
@AmericanAir Then I will be disputing the charge it’s not possible uv taken a look so quick just shows how much u care and how serious u take it

AGENT:
@369248 We're unable to offer a refund on the upgrade you've already used.

CUSTOMER:
@AmericanAir U did NOT provide me with the service I paid for no lounge no buiss meals waiting 20min wen ring bell and I paid £170 for exit in Eco @AmericanAir Would I rather half way thru flight I sit in economy and then ur refund? Stop looking for xuses u have bad enough name as it is",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,False
1083121,challenge,8,2,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.4431,0.0163,0.5,20,"AGENT:
Forget your corner office, we've got a jet bridge with a view. ✈️ https://t.co/kAwcR55L7N

CUSTOMER:
@AmericanAir I can “tail” is you 😎😎

AGENT:
@375736 We love all of our tail-ented #Avgeek photographers. Windown't know what we would do without them! 😂

CUSTOMER:
@AmericanAir 😂😂😎

CUSTOMER:
@AmericanAir 😂 @AmericanAir The view is better from the window seat.

AGENT:
@223298 We agree; nothing beats a #AmericanView! ✈️

CUSTOMER:
@AmericanAir @223298 *An. It’s “AN American View”. 

Basic grammar AND customer service at AA are both pretty embarrassing. #BoycottAmericanAirlines

CUSTOMER:
@AmericanAir Good advice.  Go fly!

AGENT:
@198685 Everyone deserves a little air time!

CUSTOMER:
@AmericanAir I'll take flying @AmericanAir over sitting in my office any day. 😎#executiveplatinum #fAAmily

AGENT:
@182473 We like to think with us, you can get the best of both worlds! Happy flying!

CUSTOMER:
@AmericanAir One scanner all these people. Poor treatment. https://t.co/vU9SEb9fhK

AGENT:
@699105 Denise, we'll work with our friends @120944 to ensure everyone get through security quickly. Thank you for your patience.

CUSTOMER:
@AmericanAir @120944 With this issue we missed our flight. The next flight is full and we may miss this. Please help

CUSTOMER:
@699105 1: Sorry to hear this We are making every effort to get all passengers screened and on their flights as efficiently as possible.

CUSTOMER:
@120944 @95454 &amp; @AmericanAir  what can i do? @AmericanAir @120944 @AmericanAir please help me

AGENT:
@699105 We see our airport team has put you on the standby list for the 12:30p flight.

CUSTOMER:
@AmericanAir I was at #5 but now moved to 14 @AmericanAir All these people are now delayed. This is crazy https://t.co/tJUituc8nR @AmericanAir @AmericanAir  how did i go from status 5 to 17 and now i can't get on the flight.

CUSTOMER:
@AmericanAir Speaking of jet bridges here I am waiting to exit my flight nut can't b/c jb doesn't work! Happens all the time on AA at DFW. Why?

AGENT:
@700551 Our team's working hard to get you on your way. We're so sorry for the extra wait.",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,False
1126533,challenge,2,8,Disruption recovery,Flight,"Cancellation, rebooking, missed connection, or compensation",high,0.4755,0.0206,0.5,9,"CUSTOMER:
@AmericanAir talking to your staff if like talking to a toad. Leaving people stranded with no room, no car and no way out

AGENT:
@385628 What's going on that has you feeling this way?

CUSTOMER:
@AmericanAir you canceled my husband's flight and didnt find him a room or a car. he is stranded in the PHL airport. But on standby but what about his job? you just took a day away from him that he could have used to spend with his kids for christmas. yeah pissed. @AmericanAir Not to mention my husband had no where to sleep bit hey you dont care @AmericanAir you have a crappy plane that flys from PHL to IPT abd it cancels all the time. leaving people from Williamsport stranded. But your damn airline wont invest in a new plane @AmericanAir want me to keep going? Your customer service suxs. No help what so ever. its like talking to a toad. You know its croaking out something but its no help. AA doesnt care about its passengers just its bottom line @AmericanAir you could have rented a limo for all those passengers and drive them to IPT but god forbid you think outside the box

AGENT:
@385628 We care for all of our customers and we continue to update our fleet as quickly as we can. Please have him reach out to us for assistance.

CUSTOMER:
@AmericanAir he has, so have I to no avail. Your airlines needs to invest in a new plane. You owe my husband. He is sitting at the airport, why dont you reach out to him? @AmericanAir your saying you care cause its on social media. But your staff and its actions speak loudy and people have a right to know what you dis

AGENT:
@385628 Melissa, we're very sorry that your husband isn't with you. We're unable to reach out to him directly. He can contact us directly via DM.

CUSTOMER:
@AmericanAir sent you his name and number, lets see how this plays out...

AGENT:
@385628 We've received your DM and will follow-up there shortly.

CUSTOMER:
@AmericanAir better be with a way to get him home this morning and not on standby or. late flight that will just cancel again. @AmericanAir if something happens to my husband, AA will be paying me double my husband's salary for the rest of my life. If he looses his job, you will be paying him his salary for the rest of his life. That I will make sure of",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,False
114042,challenge,8,6,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.5475,0.014,0.5072,3,"CUSTOMER:
@AmericanAir stuck in detainment in the RIO airport all day. Been waiting hours for someone who speaks English to let me in terminal to shower and eat. FINALLY. Help please??

AGENT:
@141334 Please continue working with our airport team directly.

CUSTOMER:
@AmericanAir Ya, that was my goal.......🙄 Thanks for nothing though.",Flight,Disruption recovery,"Cancellation, missed connection, diversion, or rebooking recovery",reviewed,CHANGE_INTENT,"Itinerary disruption involving cancellation, missed connection, diversion, or rebooking.",,False
1158235,challenge,8,2,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.4835,0.0048,0.55,3,"CUSTOMER:
@AmericanAir why the hell cant you consolidate regional jet gates at ORD? I hate having to RUN from L to G!!!

AGENT:
@163648 We're always open for ways to  make your experience the best and we apologize for the #airportcardio.

CUSTOMER:
@AmericanAir And now your stellar fleet maintenance is showing its greatness secondary to delayed boarding due to a maintenance issue!!  #AAJetBroke @AmericanAir Oh so your jet’s de-icing equipment failed and we have to find another plane.  Wow you really can pick them can’t you?! @AmericanAir What’s frustrating about this is that the plane crew has come out and told one person this and the gate agents haven’t made an announcement",Flight,Flight delay,"Late departure, arrival, gate, or tarmac delay",reviewed,CHANGE_INTENT,"Dominant issue is late departure, arrival, or tarmac/gate wait with flight still operating.",,False
1176505,challenge,8,5,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.5022,0.0138,0.5293,5,"CUSTOMER:
@AmericanAir can someone DM me? My family was just re-acommendated from MCE to main cabin at the gate. Was fine at check-in AA503

AGENT:
@396740 You're welcome to DM but is sounds like seats are under airport control. Please work with them directly.

CUSTOMER:
@AmericanAir @AmericanAir the gate agent did not have an explanation for me. Just no one in row 5-8. @AmericanAir Just wanting to understand... It was a surprise to us for sure

AGENT:
@396740 Our apologies for this experience. We're here via DM if we can help in someway.

CUSTOMER:
@AmericanAir Thanks but not much you can do as we're getting ready to leave. Was more for understanding why",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,True
1189324,challenge,8,2,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.5182,0.0585,0.5642,25,"CUSTOMER:
This is a pretty good account of what happened today with @AmericanAir. https://t.co/uYmwPTtw7F @AmericanAir Every @AmericanAir rep I've talked to told me the pilot mishandled the situation. He had no business getting involved in a seat dispute @AmericanAir The @AmericanAir pilot, before kicking me off the plane, asked me ""are you gonna behave?"" As if I'm not a grown woman worthy of respect... @AmericanAir Only reason this pilot got involved was to assert his white male power over who he thought was just some uppity black girl. That's it. @AmericanAir I'm lucky I have a voice that's listened to. But so many black women and girls don't. And this is how we get treated. Every damn day. @AmericanAir And this is what happens to black women who share our stories. People call us crazy, tell us we deserved it. https://t.co/2gn0EfKXFZ @AmericanAir I get kicked off a flight for #FlyingWhileBlack, then am told I probably deserved it, or I must be lying. Because not one trusts black women https://t.co/fsX1TYoTD9

AGENT:
@390316 We'd like to share some info with you in a DM, Tamika. Please check it in a minute, or two. Thanks!

CUSTOMER:
@AmericanAir @390316 Why don't you respond publicly?

CUSTOMER:
@399579 @AmericanAir @390316 That was a public response Jenn. If you want to escalate the issue, you are acting as a witch

CUSTOMER:
@399580 @AmericanAir @390316 Curious why you've feel inclined to defend a huge corporation while being adversarial with me? Do you own stock or work for @AmericanAir? @399580 @AmericanAir @390316 P.S. When people try to explain misogyny to you, it's this kind of thing they're talking about.

CUSTOMER:
@399579 @AmericanAir @390316 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
I'm defending the mission &amp; responsibility of what is my intersectionality, a White Alpha Man
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸

#PilotsLivesMatter

CUSTOMER:
@399580 @AmericanAir @390316 More of the same, strengthening my point. But I believe in you Jimmy, and have faith that when you know better you'll do better.  Be well.

CUSTOMER:
@399579 @AmericanAir @390316 To protect her privacy, she can post them. Oh, look she hasn't. But passengers statements &amp; photos r out. They cheered when she left?

CUSTOMER:
@399581 @AmericanAir @390316 I'm not finding the passenger photos. Have seen one anonymous passenger say she has video but nothing released. Am I missing something?

CUSTOMER:
@399579 @AmericanAir @390316 Short flight usually sell out fast. She knew about wedding &amp; waits till the last min. to book ticket? Can't get seat she wants, who's fault?

CUSTOMER:
@399581 @AmericanAir @390316 That doesn't answer my question. And I'm not sure where you're getting your details. Who said she waited to book the ticket? She changed her

CUSTOMER:
@399579 @AmericanAir @390316 Last time..when she bought the ticket she booked the wrong seat. For whatever reason. 
Her fault, no one but hers. Have her explain 2 u why.

CUSTOMER:
@399581 @399579 @AmericanAir @390316 She booked her flight on time and then went to the kiosk when she got to the airport to just change her seat. It was changed in the system. @399581 @399579 @AmericanAir @390316 There was an error which can take place, but you're telling me she didn't deserve some customer service and professionalism? @399581 @399579 @AmericanAir @390316 If you say she doesn't then your a lair like your first statement about there was a video and statements.

CUSTOMER:
@399581 @AmericanAir @390316 seat at the kiosk at the airport. And the change wasn't reflected at the gate. She asked why and that's where the dispute took place.

CUSTOMER:
@399579 @AmericanAir @390316 NO.
She had already bought the ticket w/ seat assignment 
She tried to change the seating at the kiosk.
Just stop. @399579 @AmericanAir @390316 2/No matter what happened that does not entitle you to act out, her admission.  At an airport/on plane. How to get tossed 101.

CUSTOMER:
@399581 @AmericanAir @390316 It's interesting how you instinctively want to defend @AmericanAir on this. Be well.

CUSTOMER:
@399579 @AmericanAir @390316 Not defending AA....seeking the truth. 2 sides, others are telling theirs &amp; it doesn't match. 
Her own admissions admit fault. @399579 @AmericanAir @390316 2/ Lets reverse: Why are you defending her and dismissing AA &amp; safety? @399579 @AmericanAir @390316 Hey, @390316 how come you booked the middle seat when you first purchased the ticket?

Better?

CUSTOMER:
@399581 @399579 @AmericanAir @390316 Prolly cuz she was belligerant and acting entitled and they wanted to get in the air already

CUSTOMER:
@399583 @399581 @399579 @AmericanAir @390316 Kind of like what you are all the time? Smells like you're assuming. You guys never have facts.

CUSTOMER:
@AmericanAir @390316 You need to tell us all what your solution is. She has lots of supporters who need to know she’s taken care of. So what’s the info ?

CUSTOMER:
@399584 @AmericanAir @390316 Oh great another one 🙄

CUSTOMER:
@399584 @AmericanAir @390316 Are you her mother?

CUSTOMER:
@399584 @AmericanAir @390316 See, that's the problem she should have no supporters. She acted very belligerent and disrespectful. Demanded her own way then calls racism

CUSTOMER:
@AmericanAir @390316 I see @AmericanAir responds publicly when customers are pleased/when you have an excuse, but jump to DM when it's gonna make them look bad.

CUSTOMER:
@AmericanAir @390316 @390316 @AmericanAir sadly ALL airlines use a guise of safety to treat us all like animals,fear of kickedoff to subject us to whims",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,False
1296923,challenge,8,5,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.5366,0.001,0.6255,17,"AGENT:
“We do not and will not tolerate discrimination of any kind.” 

Read more of our response to the NAACP: https://t.co/ewigZgBE8X

CUSTOMER:
@AmericanAir Just price gauging to change your flight to a day early. Want to charge me double what I already paid. Should be illegal

CUSTOMER:
@395986 @AmericanAir You also can’t access overhead bins if you’re “basic economy.” Another way to surprise screw you before you fly.

AGENT:
@130072 Our Basic Economy fare is an optional fare we offer our customers, take a look, https://t.co/MKvFFVWJdz.

CUSTOMER:
@AmericanAir Yet it wasn’t the case when I purchased the tickets. You made me agree to your new terms before I could check into the flight this AM. @AmericanAir And I’m asking for a refund of the $50 you charged us to check our carry-on. You did not fulfill your end of the original contract.

AGENT:
@130072 We make the terms very clear and available during the purchase process on our website. We're not able to refund this charge.

CUSTOMER:
@AmericanAir No, you didn’t at all. I researched this todayto make sure I didn’t miss anything. Booked on Expedia. No warning. @AmericanAir Furthermore, though the staff apologized for this new rule (of which I was made aware at check-in) we were charged double to check bags.

AGENT:
@130072 We're sorry your booking source didn't make the terms clear to you. Details are given at check-in as well.

CUSTOMER:
@AmericanAir You don’t seem sorry, nor do you seem interested in keeping customers. I had to “agree” to NEW terms before being allowed to check in. @AmericanAir And isn’t @140508 really YOUR booking source? @AmericanAir Truly though, I’m confused. Have u not educated major sources like @140508 on your newly changed rules? #customerservice Or do u not care? @AmericanAir I respectfully again request now a refund of $100. @AmericanAir #AmericanAirlines

CUSTOMER:
@130072 @AmericanAir WOW! I am sorry this happened to you too!

CUSTOMER:
@232437 @AmericanAir Thanks! It actually ended up being $100 they charged us for checking @ the gate! U know... cuz I had my carry-on w/ me -expecting to board.

CUSTOMER:
@130072 @AmericanAir OMG! Yeah I had my carry on as well and they FORCED me to check my bag.

CUSTOMER:
@AmericanAir I hope so

AGENT:
@423129 https://t.co/NLkCU39dao

CUSTOMER:
@AmericanAir U treat disabled like we are contagious

AGENT:
@766398 American Airlines does not tolerate discrimination of any kind. We have your DMs and will answer you there.

CUSTOMER:
@AmericanAir There sure is a lot of evidence to the contrary @AmericanAir What is a DM?",Baggage,Baggage issues,"Lost, delayed, damaged, or mishandled luggage",reviewed,CHANGE_INTENT,"Customer inquiry/complaint specifically concerns baggage handling, delivery, fees, or damage.",,False
1419298,challenge,6,1,Baggage issues,Baggage,"Lost, delayed, damaged, checked, or carry-on baggage",high,0.6125,0.008,0.5803,3,"CUSTOMER:
@americanair What is your policy for having cakes/pies/cupcakes in your carryon bag?

AGENT:
@449923 You should be good, Mindy, but watch out for folks trying to snag one!

CUSTOMER:
@AmericanAir LOL! ok, thanks :-)",Travel information,Flight information,"Inquiry about schedule, flight status, policy, or travel rules",reviewed,CHANGE_INTENT,"Customer asks about flight schedule, status, travel rules, airport procedures, or general policy.",,False
1478930,challenge,8,2,General dissatisfaction,Customer service,Broad negative experience without one dominant issue,medium,0.5157,0.0277,0.5459,5,"CUSTOMER:
@AmericanAir  unbelievable...u ban customers for complaints...WOW

AGENT:
@463421 Your comments concern us. Please meet us in DM with your record locator and details.

CUSTOMER:
@AmericanAir Really!?!?  WOW... Overbooked Flight. ..JS @AmericanAir Btw why do u want your terrible service to be discussed via Dm?

AGENT:
@463421 We're here to help. Please DM your record locator and the details.

CUSTOMER:
@AmericanAir HELP....A LIE...FAKE NEWS @AmericanAir Complaints result in banning...can you say OVER BOOKING @AmericanAir Rude flight attendants, pilots and support staff . A truly ""Great"" Nazi organization.  The real terrorists",Customer service,Service complaint,"Complaint regarding staff, agent support, hold time, or service quality",reviewed,CHANGE_INTENT,"Complaint directed at support responsiveness, customer service systems, staff conduct, or app/system errors.",,False
